work_year,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,company_size_encoded,experience_level_encoded,emp_CT,emp_FL,emp_FT,emp_PT,job_Analyst,job_Engineer,job_Manager,job_Other,job_Scientist,same_country,emp_cont_Asia,emp_cont_Europe,emp_cont_North America,emp_cont_Oceania,emp_cont_Other,emp_cont_South America,comp_cont_Asia,comp_cont_Europe,comp_cont_North America,comp_cont_Oceania,comp_cont_Other,comp_cont_South America,remote_Hybrid,remote_Onsite,remote_Remote,exp_x_company_size,remote_x_exp,log_salary_usd
2020,EX,Data Engineering Manager,70000,EUR,79833,ES,50,ES,L,3,3,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,9,150,11.28770475786082
2020,MI,Machine Learning Infrastructure Engineer,44000,EUR,50180,PT,0,PT,M,2,1,False,False,True,False,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,0,10.823391747980118
2020,MI,Data Engineer,106000,USD,106000,US,100,US,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,11.571203807011969
2020,MI,Data Engineer,88000,GBP,112872,GB,50,GB,L,3,1,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,3,50,11.634018571846916
2020,EN,ML Engineer,14000,EUR,15966,DE,100,DE,S,1,0,False,False,False,True,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,9.678279371339702
2020,MI,Data Scientist,60000,GBP,76958,GB,100,GB,S,1,1,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,100,11.251028091492175
2020,SE,Data Engineer,188000,USD,188000,US,100,US,L,3,2,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6,200,12.144202560946876
2020,MI,Data Scientist,105000,USD,105000,US,100,US,L,3,1,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,11.561725152903833
2020,MI,Data Engineer,61500,EUR,70139,FR,50,FR,L,3,1,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,3,50,11.15824852369417
2020,EN,Data Analyst,450000,INR,6072,IN,0,IN,S,1,0,False,False,True,False,True,False,False,False,False,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,8.711607995897575
2020,EN,Data Analyst,91000,USD,91000,US,100,US,L,3,0,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,11.418625774449598
2020,EN,AI Scientist,300000,DKK,45896,DK,50,DK,S,1,0,False,False,True,False,False,False,False,False,True,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0,10.734155034435489
2020,EN,Data Engineer,48000,EUR,54742,PK,100,DE,L,3,0,False,False,True,False,False,True,False,False,False,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,0,0,10.910404785623465
2020,SE,Computer Vision Engineer,60000,USD,60000,RU,100,US,S,1,2,False,True,False,False,False,True,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2,200,11.002116507732017
2020,SE,Principal Data Scientist,130000,EUR,148261,DE,100,DE,M,2,2,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,4,200,11.906736257934913
2020,MI,Data Scientist,34000,EUR,38776,ES,100,ES,M,2,1,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,100,10.565582566340604
2020,MI,Data Scientist,118000,USD,118000,US,100,US,M,2,1,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2,100,11.678448377988165
2020,SE,Data Scientist,120000,USD,120000,US,50,US,L,3,2,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,6,100,11.695255355062795
2020,MI,Data Scientist,138350,USD,138350,US,100,US,M,2,1,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2,100,11.837549213233764
2020,MI,Data Engineer,110000,USD,110000,US,100,US,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,11.608244735642321
2020,MI,Data Engineer,130800,USD,130800,ES,100,US,M,2,1,False,False,True,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,2,100,11.781432363235949
2020,EN,Data Scientist,19000,EUR,21669,IT,50,IT,S,1,0,False,False,False,True,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,9.983684094530405
2020,SE,Data Scientist,412000,USD,412000,US,100,US,L,3,2,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6,200,12.928781055513184
2020,SE,Machine Learning Engineer,40000,EUR,45618,HR,100,HR,S,1,2,False,False,True,False,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,200,10.728079575387694
2020,EN,Data Scientist,55000,EUR,62726,DE,50,DE,S,1,0,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,11.046547255939533
2020,EN,Data Scientist,43200,EUR,49268,DE,0,DE,S,1,0,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,10.805050359005671
2020,SE,Data Science Manager,190200,USD,190200,US,100,US,M,2,2,False,False,True,False,False,False,True,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4,200,12.155836686703159
2020,EN,Data Scientist,105000,USD,105000,US,100,US,S,1,0,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,11.561725152903833
2020,SE,Data Scientist,80000,EUR,91237,AT,0,AT,S,1,2,False,False,True,False,False,False,False,False,True,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,2,0,11.42122675594764
2020,MI,Data Scientist,55000,EUR,62726,FR,50,LU,S,1,1,False,False,True,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,1,50,11.046547255939533
2020,MI,Data Scientist,37000,EUR,42197,FR,50,FR,S,1,1,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,1,50,10.650128105536073
2021,EN,Research Scientist,60000,GBP,82528,GB,50,GB,L,3,0,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,11.320905025707312
2021,EX,BI Data Analyst,150000,USD,150000,IN,100,US,L,3,3,False,False,True,False,True,False,False,False,False,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,9,300,11.918397239722838
2021,EX,Head of Data,235000,USD,235000,US,100,US,L,3,3,False,False,True,False,False,False,False,True,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,9,300,12.367345048436391
2021,SE,Data Scientist,45000,EUR,53192,FR,50,FR,L,3,2,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,6,100,10.881682087725098
2021,MI,BI Data Analyst,100000,USD,100000,US,100,US,M,2,1,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2,100,11.51293546492023
2021,MI,3D Computer Vision Researcher,400000,INR,5409,IN,50,IN,M,2,1,False,False,False,True,False,False,False,True,False,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2,50,8.596004371840527
2021,MI,ML Engineer,270000,USD,270000,US,100,US,L,3,1,True,False,False,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,12.506180941677357
2021,EN,Data Analyst,80000,USD,80000,US,100,US,M,2,0,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,11.289794413577894
2021,SE,Data Analytics Engineer,67000,EUR,79197,DE,100,DE,L,3,2,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,6,200,11.279706324958415
2021,MI,Data Engineer,140000,USD,140000,US,100,US,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,11.849404844423074
2021,MI,Applied Data Scientist,68000,CAD,54238,GB,50,CA,L,3,1,False,False,True,False,False,False,False,False,True,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3,50,10.90115548586615
2021,MI,Machine Learning Engineer,40000,EUR,47282,ES,100,ES,S,1,1,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,100,10.76390610184365
2021,EX,Director of Data Science,130000,EUR,153667,IT,100,PL,L,3,3,False,False,True,False,False,False,False,True,False,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,9,300,11.94254971006262
2021,MI,Data Engineer,110000,PLN,28476,PL,100,PL,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,100,10.25685202289892
2021,EN,Data Analyst,50000,EUR,59102,FR,50,FR,M,2,0,False,False,True,False,True,False,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,10.987036963527192
2021,MI,Data Analytics Engineer,110000,USD,110000,US,100,US,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,11.608244735642321
2021,SE,Lead Data Analyst,170000,USD,170000,US,100,US,L,3,2,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6,200,12.04355959836804
2021,SE,Data Analyst,80000,USD,80000,BG,100,US,S,1,2,False,False,True,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2,200,11.289794413577894
2021,SE,Marketing Data Analyst,75000,EUR,88654,GR,100,DK,L,3,2,False,False,True,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,6,200,11.392507711491088
2021,EN,Data Science Consultant,65000,EUR,76833,DE,100,DE,S,1,0,False,False,True,False,False,False,False,True,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,11.249402529502674
2021,MI,Lead Data Analyst,1450000,INR,19609,IN,100,IN,L,3,1,False,False,True,False,True,False,False,False,False,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3,100,9.883794919190391
2021,SE,Lead Data Engineer,276000,USD,276000,US,0,US,L,3,2,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,6,0,12.52815976788113
2021,EN,Data Scientist,2200000,INR,29751,IN,50,IN,L,3,0,False,False,True,False,False,False,False,False,True,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,0,10.300651635604906
2021,MI,Cloud Data Engineer,120000,SGD,89294,SG,50,SG,L,3,1,False,False,True,False,False,True,False,False,False,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3,50,11.3997007742556
2021,EN,AI Scientist,12000,USD,12000,BR,100,US,S,1,0,False,False,False,True,False,False,False,False,True,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,9.392745258631441
2021,MI,Financial Data Analyst,450000,USD,450000,US,100,US,L,3,1,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,13.017005083966255
2021,EN,Computer Vision Software Engineer,70000,USD,70000,US,100,US,M,2,0,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,11.156264806643742
2021,MI,Computer Vision Software Engineer,81000,EUR,95746,DE,100,US,S,1,1,False,False,True,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1,100,11.469464574959359
2021,MI,Data Analyst,75000,USD,75000,US,0,US,L,3,1,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,0,11.225256725762893
2021,SE,Data Engineer,150000,USD,150000,US,100,US,L,3,2,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,6,200,11.918397239722838
2021,MI,BI Data Analyst,11000000,HUF,36259,HU,50,US,L,3,1,False,False,True,False,True,False,False,False,False,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,3,50,10.498470484308841
2021,MI,Data Analyst,62000,USD,62000,US,0,US,L,3,1,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,0,11.034905792929415
2021,MI,Data Scientist,73000,USD,73000,US,0,US,L,3,1,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,3,0,11.19822841866684
2021,MI,Data Analyst,37456,GBP,51519,GB,50,GB,L,3,1,False,False,True,False,True,False,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,3,50,10.849725360778235
2021,MI,Research Scientist,235000,CAD,187442,CA,100,CA,L,3,1,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,12.141230078175235
2021,SE,Data Engineer,115000,USD,115000,US,100,US,S,1,2,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,2,200,11.652696102959753
2021,SE,Data Engineer,150000,USD,150000,US,100,US,M,2,2,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4,200,11.918397239722838
2021,EN,Data Engineer,2250000,INR,30428,IN,100,IN,L,3,0,False,False,True,False,False,True,False,False,False,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,10.323151380044106
2021,SE,Machine Learning Engineer,80000,EUR,94564,DE,50,DE,L,3,2,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,6,100,11.457042707722554
2021,SE,Director of Data Engineering,82500,GBP,113476,GB,100,GB,M,2,2,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,4,200,11.639355452196886
2021,SE,Lead Data Engineer,75000,GBP,103160,GB,100,GB,S,1,2,False,False,True,False,False,True,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,2,200,11.544046153628019
2021,EN,AI Scientist,12000,USD,12000,PK,100,US,M,2,0,False,False,False,True,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,0,0,9.392745258631441
2021,MI,Data Engineer,38400,EUR,45391,NL,100,NL,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,100,10.723091157048632
2021,EN,Machine Learning Scientist,225000,USD,225000,US,100,US,L,3,0,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,12.323860125621126
2021,MI,Data Scientist,50000,USD,50000,NG,100,NG,L,3,1,False,False,True,False,False,False,False,False,True,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,3,100,10.819798284210286
2021,MI,Data Science Engineer,34000,EUR,40189,GR,100,GR,M,2,1,False,False,True,False,False,True,False,False,False,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2,100,10.601373487443247
2021,EN,Data Analyst,90000,USD,90000,US,100,US,S,1,0,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,11.407576060361786
2021,MI,Data Engineer,200000,USD,200000,US,100,US,L,3,1,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,12.206077645517674
2021,MI,Big Data Engineer,60000,USD,60000,ES,50,RO,M,2,1,False,False,True,False,False,True,False,False,False,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,2,50,11.002116507732017
2021,SE,Principal Data Engineer,200000,USD,200000,US,100,US,M,2,2,False,False,True,False,False,True,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,4,200,12.206077645517674
2021,EN,Data Analyst,50000,USD,50000,US,100,US,M,2,0,False,False,True,False,True,False,False,False,False,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,10.819798284210286
2021,EN,Applied Data Scientist,80000,GBP,110037,GB,0,GB,L,3,0,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,11.608581039664324
2021,EN,Data Analyst,8760,EUR,10354,ES,50,ES,M,2,0,False,False,False,True,True,False,False,False,False,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,9.245224773829685
2021,MI,Principal Data Scientist,151000,USD,151000,US,100,US,L,3,1,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,3,100,11.92504173829169
2021,SE,Machine Learning Scientist,120000,USD,120000,US,50,US,S,1,2,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,2,100,11.695255355062795
2021,MI,Data Scientist,700000,INR,9466,IN,0,IN,S,1,1,False,False,True,False,False,False,False,False,True,1,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0,9.15556734612889
2021,EN,Machine Learning Engineer,20000,USD,20000,IN,100,IN,S,1,0,False,False,True,False,False,True,False,False,False,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0,0,9.90353755128617
2021,SE,Lead Data Scientist,3000000,INR,40570,IN,50,IN,L,3,2,False,False,True,False,False,False,False,False,True,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,6,100,10.610808804651954
2021,EN,Machine Learning Developer,100000,USD,100000,IQ,50,IQ,S,1,0,False,False,True,False,False,False,False,True,False,1,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0,0,11.51293546492023
2021,EN,Data Scientist,42000,EUR,49646,FR,50,FR,M,2,0,False,False,True,False,False,False,False,False,True,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,10.812693244687052
2021,MI,Applied Machine Learning Scientist,38400,USD,38400,VN,100,US,M,2,1,False,False,True,False,False,False,False,False,True,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,2,100,10.555838779903407
2021,SE,Computer Vision Engineer,24000,USD,24000,BR,100,BR,M,2,2,False,False,True,False,False,True,False,False,False,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,4,200,10.085850775128717
2021,EN,Data Scientist,100000,USD,100000,US,0,US,S,1,0,False,False,True,False,False,False,False,False,True,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,0,0,11.51293546492023
